チェック,サイト名,評価,投稿日,コメント(全体),コメント(良い点),コメント(改善点),コメント（翻訳:全体),コメント（翻訳:良い),コメント（翻訳:改善点),投稿者,レビューID
false,Google,5,2026-01-28,トリプルルーム 広くてよかったです トリプルなのにベッドは4つです 博多駅にとても近いです。,,,トリプルルーム 広くてよかったです トリプルなのにベッドは4つです 博多駅にとても近いです。,,,HANGIL PARK,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_25d445a72f081e7d19e8e632ca0ab485
false,Google,4,2026-01-28,"딱 하루 잠만 잔다! 고 했을때 위치가 대박입니다. 바로 앞에 하카타역, 하카타버스터미널이 있어서 캐리어 끌고 헤매지 않아도 됩니다. 오래된 시설이라 어쩔수없지만 위치가 좋아서 넘어갈수있어요 무료조식은 기대하지않았는데 의외로 괜찮습니다.",,,ちょうど一日寝るだけ！と言った時の位置が大ヒットです。すぐ前に博多駅、博多バスターミナルがあり、キャリアを引っ張って迷う必要はありません。古い施設だから仕方ないけど、場所が良くて進むことができます。,,,HJ L,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_74b6d5ffba81d49c5cf075e41b20500d
false,Trip.com,10,2026-01-28,位置超好，就在LR站對面，去哪裡都方便,,,立地は最高で、LR駅の真向かいにあるので、どこへ行くにも便利です。,,,M‍1‍7‍2‍3‍4‍*‍*‍*‍*,trip_1829012031
false,Google,4,2026-01-28,ちょうど一日寝るだけ！と言った時の位置が大ヒットです。 すぐ前に博多駅、博多バスターミナルがあり、キャリアを引いて迷う必要はありません。 古い施設だから仕方ないけど、場所が良くて進むことができます。 無料朝食は期待していませんでしたが、意外と大丈夫です。,,,ちょうど一日寝るだけ！と言った時の位置が大ヒットです。 すぐ前に博多駅、博多バスターミナルがあり、キャリアを引いて迷う必要はありません。 古い施設だから仕方ないけど、場所が良くて進むことができます。 無料朝食は期待していませんでしたが、意外と大丈夫です。,,,HJ L,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_4637902d4b304870eb87076fe67cbeef
false,Booking.com,7,2026-01-27,,スタッフがとても親切でした,トイレの便座が冷たい,,スタッフがとても親切でした,トイレの便座が冷たい,Hideko,bookingcom_622017_c5a83603e5f5f685b76000dec4d463a8
false,楽天トラベル,1,2026-01-27,WiFiつながらない、体洗うタオル無い、部屋・バス・トイレ、古い。 部屋広い 隣部屋の中国人うるさい,,,WiFiつながらない、体洗うタオル無い、部屋・バス・トイレ、古い。 部屋広い 隣部屋の中国人うるさい,,,サップ１００２,rakuten_29211_4256a18aba86c1606a8621c2a83fda5f
false,Booking.com,7,2026-01-26,,,,,,,Ssu,bookingcom_622017_f6f373cf3564f50c7324da17c883bdb2
false,Trip.com,8,2026-01-26,처음 체크인 할때 조금의 헤프닝이 있었지만 지내기는 큰 불편함은 없었어요 위치는 좋았고요 그것 때문에 많이 이용할꺼 같네요,,,初めてチェックインしたときに少しのヘプニングがありましたが、過ごすことは大きな不便さはありませんでした。,,,ゲ‍ス‍ト,trip_1826273556
false,Booking.com,8,2026-01-26,,,,,,,Tomoko,bookingcom_622017_f77662846fc7b01edee8c713b1f41dfc
false,Trip.com,7,2026-01-26,The room was a bit cold,,,部屋は少し寒かった,,,ゲ‍ス‍ト,trip_1827071750
false,Booking.com,10,2026-01-25,,위치가 너무 좋다. 직원들도 친절하고 방도 깨끗하다. 큰거 예약했어도 방이 작을까봐 걱정했는데 3명이 있기에 충분했다. 무료로 주는 조식도 먹을만했다.,,,場所がとても良いです。スタッフも親切で部屋も綺麗だ。大きなものを予約しても部屋が小さいかと心配していましたが、3人がいるのに十分でした。無料で与える朝食も食べるだけだった。,,Shim,bookingcom_622017_0e703c0bb4abb7b8667374b17f0cad62
false,Trip.com,9,2026-01-25,위치는 진짜 좋고 조식도 쏘쏘 저녁에 잘때 진짜 개시끄러움.. 큰길앞이라 새벽에 차팝콘엄청튀기면서다니더라... 그거빼고는 편의점도 옆에있고 역건너편에있고 딱좋음,,,場所は本当に良く、朝食もすごく夕方に寝ると本当に開始するのが難しいです。,,,ゲ‍ス‍ト,trip_1825456798
false,じゃらん,4,2026-01-24,とにかく立地が最強、博多駅目の前で夜遅い時間でなければ地下でつながっているので雨でも安心！  さらには隣にはセブンあり。  設備は古く水圧も低く快適ではないが、清潔には保っている。  無料朝食のサービス利用していないが結構な方が使っている様子。  価格が上がらなければ今後も使いたいと思えるホテルでした！,,,とにかく立地が最強、博多駅目の前で夜遅い時間でなければ地下でつながっているので雨でも安心！  さらには隣にはセブンあり。  設備は古く水圧も低く快適ではないが、清潔には保っている。  無料朝食のサービス利用していないが結構な方が使っている様子。  価格が上がらなければ今後も使いたいと思えるホテルでした！,,,トモヤさん,jalan_308449_dc19f909b7d7e7bab8d5524b6056e9ef
false,じゃらん,3,2026-01-24,とにかく立地が最強、博多駅目の前で夜遅い時間でなければ地下でつながっているので雨でも安心！  さらには隣にはセブンあり。  設備は古く水圧も低く快適ではないが、清潔には保っている。  無料朝食のサービス利用していないが結構な方が使っている様子。  価格が上がらなければ今後も使いたいと思えるホテルでした！,,,とにかく立地が最強、博多駅目の前で夜遅い時間でなければ地下でつながっているので雨でも安心！  さらには隣にはセブンあり。  設備は古く水圧も低く快適ではないが、清潔には保っている。  無料朝食のサービス利用していないが結構な方が使っている様子。  価格が上がらなければ今後も使いたいと思えるホテルでした！,,,トモヤさん,jalan_308449_0baa6ac80713358b97400ac815b4876a
false,Google,5,2026-01-24,"일본 특유의 숙소 느낌으로 오래되었지만 깔끔한 인프라를 제공한다. 아침마다 조식을 제공하고 그로 인하여 오전 시간 로비가 혼잡하다. 호텔 스텝들은 매우 친절하다.  체크인 15시, 체크아웃 10시, 체크인/아웃 당일 짐 보관 서비스 제공, 로비 객실 모두 와이파이6 제공, 로비에 화장실, 음료자판기 있음.",,,日本ならではの宿の感じで、古いがきれいなインフラを提供する。毎朝朝食を提供し、それによって午前時間のロビーが混雑しています。ホテルのスタッフはとてもフレンドリーです。  チェックイン15:00、チェックアウト10:00、チェックイン/アウト日の荷物預かりサービス、ロビールームはすべてWi-Fi6提供、ロビーにトイレ、ドリンクの自動販売機があります。,,,Philip Lee,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_916c6126d4f76cdd11d4e9d29f9a05cf
false,Google,5,2026-01-24,日本ならではの宿の感じで、古いがきれいなインフラを提供する。毎朝朝食を提供し、それによって午前時間のロビーが混雑しています。ホテルのスタッフはとてもフレンドリーです。  チェックイン15:00、チェックアウト10:00、チェックイン/アウト日の荷物預かりサービス、ロビールームはすべてWi-Fi6提供、ロビーにトイレ、ドリンクの自動販売機があります。,,,日本ならではの宿の感じで、古いがきれいなインフラを提供する。毎朝朝食を提供し、それによって午前時間のロビーが混雑しています。ホテルのスタッフはとてもフレンドリーです。  チェックイン15:00、チェックアウト10:00、チェックイン/アウト日の荷物預かりサービス、ロビールームはすべてWi-Fi6提供、ロビーにトイレ、ドリンクの自動販売機があります。,,,Philip Lee,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_7cc5253bac856b8bdfb69bb09cc4a0e2
false,Google,5,2026-01-23,,,,,,,조재훈,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_ce2766c8675c5562d35c5ff481400807
false,Trip.com,10,2026-01-23,駅に近くホテルも綺麗でいい思い出になった,,,駅に近くホテルも綺麗でいい思い出になった,,,ゲ‍ス‍ト,trip_1823985508
false,Google,5,2026-01-22,,,,,,,Philip Lee,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_bb9110591e80914ea2bbbb9d1ab12e00
false,Trip.com,7,2026-01-22,자녀셋과 엄마혼자 일본 여행에서 하카타역 바로 앞에 있어 여러 군데 관굉하기에 위치가 최고였습니다 아침 조식도 너무 맛있었어요 방이 너무 좁고 청결도는 좀 떨어졌지만 나머지에서 다 상쇄됩니다,,,お子様セットとお母さん一人で日本旅行で博多駅のすぐ前にあり、いろいろなところ関わりに位置が最高でした。 朝食もとても美味しかったです。,,,ゲ‍ス‍ト,trip_1822496370
false,Booking.com,8,2026-01-22,,,,,,,Walter,bookingcom_622017_e15c0fdaad02b19bbbddb75ee341fd0e
false,Trip.com,8,2026-01-21,"博多車站對面 交通方便 含早餐 但一般，早餐時段外有飲料及咖啡免費飲用，樓下旁星巴克及7-11,可買外食在餐廳吃",,,博多駅の向かいに位置しているので、交通の便は良いです。朝食は付いていますが、ごく普通です。朝食時間外は、無料のドリンクとコーヒーが提供されます。階下にはスターバックスとセブンイレブンがあるので、そこで食事をすることもできます。,,,C‍c‍y‍y‍5‍4,trip_1821201186
false,Trip.com,10,2026-01-21,非常好，地點好、交通好、服務好、整潔好！非常好，地點好、交通好、服務好、整潔好！非常好，地點好、交通好、服務好、整潔好！,,,素晴らしい！立地も交通の便もサービスも清潔さも最高！素晴らしい！立地も交通の便もサービスも清潔さも最高！素晴らしい！立地も交通の便もサービスも清潔さも最高！,,,N‍i‍i‍i‍i‍n‍g,trip_1821212898
false,Google,4,2026-01-21,部屋は新しくはありませんが、清潔で静かです。設備も古いですが、使いやすく清潔です。朝食はシンプルで、1階で午前6時30分から9時30分まで提供しています。チェックインは午後3時から、チェックアウトは午前10時までです。立地は素晴らしく、博多駅、ショップ、レストラン、郵便局などにも近いです。,,,部屋は新しくはありませんが、清潔で静かです。設備も古いですが、使いやすく清潔です。朝食はシンプルで、1階で午前6時30分から9時30分まで提供しています。チェックインは午後3時から、チェックアウトは午前10時までです。立地は素晴らしく、博多駅、ショップ、レストラン、郵便局などにも近いです。,,,Sandy Juhasz,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_32feda22d940dc761f157349daf6d122
false,Trip.com,8,2026-01-21,딸과 둘이 여행왔고요 청결도는 중간이지만 하루 머무를꺼라 여행동선을 고려해서 예약했어요 갑자기 비가 왔는데 근처에 모든 편의시설이 다 있어서 편리했습니다,,,娘と二人が旅行してきたし、清潔さは中間ですが、一日滞在して旅行旅行を考慮して予約しました。,,,ゲ‍ス‍ト,trip_1821612376
false,Trip.com,8,2026-01-21,ロケーションが良く、朝食も満足でした。コスパの良いホテルです。,,,ロケーションが良く、朝食も満足でした。コスパの良いホテルです。,,,ゲ‍ス‍ト,trip_1821905644
false,Booking.com,6,2026-01-21,,何回か利用してます  鉄道利用です。駅、近くで何でも間に合います    ホテルの朝食にも大変満足です  部屋の広さは、丁度良かった  博多に来たら又利用します。,ツインルーム利用しました,,何回か利用してます  鉄道利用です。駅、近くで何でも間に合います    ホテルの朝食にも大変満足です  部屋の広さは、丁度良かった  博多に来たら又利用します。,ツインルーム利用しました,松隈,bookingcom_622017_e5af39d45ca63c64bac9ed407c9d2952
false,Booking.com,3,2026-01-21,,駅近くなので、移動に便利でした。,お部屋のお掃除していただきました。  ナイトウェアをベッドの上に置いてたのですが、1枚は、冷蔵庫の上に。1枚はテレビの横に投げ捨てられたように置かれてました。綺麗に畳んで置いていた訳では無いけど置いていた状態より雑で。。すごく嫌な気持ちになりました。,,駅近くなので、移動に便利でした。,お部屋のお掃除していただきました。  ナイトウェアをベッドの上に置いてたのですが、1枚は、冷蔵庫の上に。1枚はテレビの横に投げ捨てられたように置かれてました。綺麗に畳んで置いていた訳では無いけど置いていた状態より雑で。。すごく嫌な気持ちになりました。,Keiko,bookingcom_622017_ce51d9dbc6d12b553a9e3eca69dbe469
false,Trip.com,10,2026-01-21,酒店位置很方便，￼房間抽風問題有問題，￼酒店員工即時處理及幫忙更換房間,,,ホテルは便利な場所にあります。部屋の換気に問題がありましたが、ホテルのスタッフが迅速に対応してくれ、部屋を変えてくれました。,,,ゲ‍ス‍ト,trip_1822123844
false,Google,4,2026-01-21,"Rooms are not new but clean and quiet. The equipments are also old but usable and clean. The breakfast is simple, available on the ground floor from 6:30 to 9:30 am Check-in is from 3pm and check-out is until 10am. Location is great: close to the Hakata station, shops, restaurants, post office, etc.",,,客室は新しくはありませんが、清潔で静かです。設備も古いですが、使用可能で清潔です。朝食はシンプルで、1階で午前6時30分から午前9時30分まで提供しています。チェックインは午後3時から、チェックアウトは午前10時までです。立地は素晴らしく、博多駅、商店、レストラン、郵便局などが近くにあります。,,,Sandy Juhasz,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_71d1812e4235a0bf89bd8ab98451d079
false,Google,4,2026-01-21,部屋は新しくはありませんが、清潔で静かです。設備も古いですが、使いやすく清潔です。朝食はシンプルで、1階で午前6時30分から9時30分まで提供しています。チェックインは午後3時から、チェックアウトは午前10時までです。立地は最高で、博多駅、ショップ、レストラン、郵便局などにも近いです。,,,部屋は新しくはありませんが、清潔で静かです。設備も古いですが、使いやすく清潔です。朝食はシンプルで、1階で午前6時30分から9時30分まで提供しています。チェックインは午後3時から、チェックアウトは午前10時までです。立地は最高で、博多駅、ショップ、レストラン、郵便局などにも近いです。,,,Sandy Juhasz,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_81f45c402752556fb49c343a8145f41c
false,Google,5,2026-01-20,場所👍👍👍,,,場所👍👍👍,,,Jalia Fen,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_3757a3c6013c2176a3594624b9346aff
false,Booking.com,5,2026-01-20,,,早餐區太擁擠,,,朝食会場は混雑しすぎていた。,James,bookingcom_622017_f4a0f18cc1e32196c14040db69498d64
false,Google,5,2026-01-20,地點👍👍👍,,,立地👍👍👍,,,Jalia Fen,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_ce6c99ca254e5e4181207dbd92890a5a
false,Booking.com,5,2026-01-19,,,,,,,Tomoe,bookingcom_622017_47a332a62e15c116b82d131b520a38a0
false,Trip.com,7,2026-01-19,ロケーションは博多駅前で、迷うことなく行ける点はとても良かったです。 ただ、設備が古いのは仕方ないとしても、部屋の清掃が行き届いておらず、髪の毛がかなり落ちていたのが気になりました。 フロアには自販機があり飲み物は購入できますが、部屋にはミネラルウォーターの用意はありません。 立地一択であれば選択肢としてはありですが、次回は別の宿泊先を検討したいと思います。,,,ロケーションは博多駅前で、迷うことなく行ける点はとても良かったです。 ただ、設備が古いのは仕方ないとしても、部屋の清掃が行き届いておらず、髪の毛がかなり落ちていたのが気になりました。 フロアには自販機があり飲み物は購入できますが、部屋にはミネラルウォーターの用意はありません。 立地一択であれば選択肢としてはありですが、次回は別の宿泊先を検討したいと思います。,,,ゲ‍ス‍ト,trip_1819358518
false,Trip.com,8,2026-01-18,"와~진짜 위치가 정말 좋은 호텔입니다.룸,화장실 구성은 옛날식이지만 룸의 크기도 생각보다  크고, 제일 좋은 메리트는 조식을 공짜로 준다는 것 입니다. 후쿠오카 다음 여행에도 또 예약할 예정 입니다^^",,,わ～本物のロケーションが本当に良いホテルです。 ルーム、トイレ構成は昔ながらですがルームの大きさも思ったより大きく、一番良いメリットは朝食を無料でくれるということです。福岡次の旅行にもまた予約する予定です^^,,,ゲ‍ス‍ト,trip_1818198678
false,Google,5,2026-01-17,하카타역 바로앞,,,博多駅の直前,,,이경민,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_aea92ba33f8e5e8f555a328f57637fab
false,Trip.com,9,2026-01-17,excellent location with sheltered access to Hakata eki underground and convenience store just outside the main entrance. rooms are a little worn with dim white lighting. humidifier provided in the room.,,,博多駅地下街へ屋根付き通路でアクセスでき、正面玄関を出てすぐのところにコンビニエンスストアがあるという絶好のロケーションです。客室はやや古びた印象で、薄暗い白色照明が使われています。加湿器は客室に備え付けられています。,,,j‍o‍n‍j‍j‍a‍j‍o,trip_1817480606
false,Trip.com,7,2026-01-17,"주변에 모든 편의시설, 음식점, 쇼핑몰있어서 위치는 최고에요 시설은 연식이있다보니…. 무료조식은 무료니까…. 위치가 모든걸 커버합니다!!",,,周辺にはすべてのアメニティ、飲食店、ショッピングモールがあり、場所は最高です。 。無料朝食は無料ですから… 。場所がすべてをカバーします！,,,ゲ‍ス‍ト,trip_1817812454
false,Trip.com,8,2026-01-17,交通非常便捷，就在火車站地鐵站對面，阪急對面，購物超市便利店一應具全，早餐自助的，人多排隊，加餐很忙！就是房間真心小，價格是國內的五星酒店。,,,立地は非常に便利で、鉄道駅と地下鉄駅の真向かい、阪急駅の向かいに位置しています。周辺にはショッピングモール、スーパーマーケット、コンビニエンスストアが多数あります。朝食はビュッフェ形式ですが、行列ができ、追加の食事で混雑します。唯一の欠点は、中国の五つ星ホテルと同等の料金にもかかわらず、部屋が非常に狭いことです。,,,M‍3‍3‍8‍4‍5‍2‍*‍*‍*‍*,trip_1817994927
false,Google,5,2026-01-17,博多駅の直前,,,博多駅の直前,,,이경민,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_fa52e01413035092de1708de431de004
false,Trip.com,9,2026-01-16,"4인가족이 3박4일 동안  지냈어요. 처음에 스탠다드 트윈룸이라 좁을까봐 걱정했는데 괜찮았어요.  숙소 뷰도 좋았고, 확실히 호텔 위치가 너무 좋았어요.  오래된 숙소라고 리뷰가 좋지 않은 글들을 많이 봤었는데  제가 지냈던 방은 조금 낡았지만 깨끗하게 잘관리 되어 있었고 직원 분들도 친절하게 대해주셔서 즐거운 여행이 되었습니다.!!! 전 또 이용하고 싶어요~!",,,4人の家族が3泊4日間過ごしました。最初はスタンダードツインルームなので狭いかと心配しましたが大丈夫でした。  宿泊施設のビューも良かったし、間違いなくホテルの場所がとても良かった。  古い宿だとレビューが良くない文をたくさん見ましたが、私が過ごした部屋は少し古いですが、きれいによく管理されていてスタッフの方々も親切にしてくれて楽しい旅行になりました。私はまた利用したいです〜！,,,ゲ‍ス‍ト,trip_1816934628
false,Trip.com,5,2026-01-15,아침식사내용과 식사장소가 많이 실망스러웠네요. 장소가 접근성이 좋은 호텔만 찾는다면 추천합니다,,,朝食の内容と食事の場所がたくさん失望しましたね。場所がアクセシビリティの良いホテルのみを探している場合はお勧めします,,,ゲ‍ス‍ト,trip_1815114692
false,Google,4,2026-01-15,,,,,,,hyeung sun cho,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_bee5bee70021437dff36e08102c86b1c
false,Trip.com,9,2026-01-15,今次已經第二次入住，因為地點位置非常方便！就算乘的士由機場到酒店只係大約二千日元左右，酒店距離博多車站只係一條馬路之隔，附近食市非常多選擇，多個大型商場，方便購物，酒店職員非常有禮及親切，有免費早餐供應及24小時咖啡！,,,"立地がとても便利なので、今回で2回目の滞在です！空港からホテルまでのタクシー料金も約2,000円程度です。ホテルは博多駅のすぐ向かいにあり、周辺にはたくさんのレストランやショッピングモールがあるので、買い物にもとても便利です。ホテルのスタッフはとても丁寧で親切で、無料の朝食と24時間コーヒーサービスもあります！",,,k‍u‍i‍$,trip_1815620296
false,Trip.com,9,2026-01-15,酒店位置極好，對面就是博多站！附近有好多商店方便購物。,,,ホテルは博多駅の真向かいという絶好のロケーションにあります！周辺には便利なショップもたくさんあります。,,,ゲ‍ス‍ト,trip_1815982576
false,Trip.com,9,2026-01-14,酒店位置超級方便，服務也很好，￼一落樓就是博多地鐵站￼，買嘢、食嘢很方便。下次去日本福岡￼￼會再入住這間酒店。,,,ホテルは立地が非常に便利で、サービスもとても良いです。階下には博多駅があり、買い物や食事にも大変便利です。次回福岡に行く際も、またこのホテルに泊まりたいと思います。,,,ゲ‍ス‍ト,trip_1814900168
false,Google,5,2026-01-14,역과 터미널 접근성이 좋습니다.,,,駅とターミナルのアクセシビリティが良いです。,,,Mazinger K,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_c8b5106b73cfb297f1b8880e42cc8b85
false,Google,2,2026-01-14,古くて臭くて、全然良くない。無料の朝食もかなりひどかった。立地は良い。二度と泊まりたくない。,,,古くて臭くて、全然良くない。無料の朝食もかなりひどかった。立地は良い。二度と泊まりたくない。,,,Over Sight,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_45a97740ca0d6edc1ab6e59680e8928f
false,Trip.com,10,2026-01-14,"남자 셋  첫 해외여행의 첫 숙소. 영어는 어설프게 알아요~ 일본어는 20년전에 배웠어요~  하지만 국어는 좀 해요^^;;  숙소 위치, 프론트에서의 체크인, 숙소 컨디션, 조식...등 저는 매우만족이였습니다.  애초에 출입카드도 2개를 지급해줘서 추가요청의 번거로움도 없고  직원들도 일본 특유의 과할정도의 친절👍 조식 또한 그 절임 반찬들?  아주 좋았습니다^^  가성비도 좋고 위치는 거의 미친 것 같고... 저는 초여름에 또 올건데 그때도 여기👍 ㅡㅡ이런 사진이 없네요;;;;",,,男3人の最初の海外旅行の最初の宿泊施設。英語はうんざりしています〜日本語は20年前に学びました〜しかし、国語は少しです^^;;  宿泊場所、フロントでのチェックイン、宿泊体調、朝食…など私はとても満足でした。  そもそも出入カードも2枚を支給してくれて追加要請の手間もなくスタッフも日本特有の過割くらいの親切👍朝食またその漬物おかずたち？  とてもよかったです＾＾苛性雨も良く位置はほぼ狂ったようで…私は初夏にまた来るのですが、その時もここ👍ㅡㅡこんな写真がないですね;;;;,,,c‍h‍a‍n‍g‍c‍h‍a‍n‍g‍2‍3,trip_1814951816
false,Google,5,2026-01-14,駅とターミナルのアクセシビリティが良いです。,,,駅とターミナルのアクセシビリティが良いです。,,,Mazinger K,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_920dcffaca6eedad8e5fa6fbd7d64c1f
false,Trip.com,9,2026-01-13,"Удобно расположен напротив центрального ж-д вокзала Фукуоки (Hakata), две станции на метро до аэропорта. Номера по японским  меркам просторные. Так как отель большой, бывают очереди на лифт и очень тесно на завтраках (но сами завтраки хорошие).  Персонал умеренно равнодушный и явно замучен таким числом туристов",,,福岡の主要駅（博多駅）の向かいという便利な立地で、空港からも地下鉄で2駅です。客室は日本の基準からすると広々としています。ホテルが大きいため、エレベーターには行列ができ、朝食会場は非常に混雑します（朝食自体は美味しいのですが）。スタッフはやや無関心で、観光客の多さに明らかに圧倒されている様子です。,,,A‍v‍k‍3‍1‍0‍1,trip_1813031140
false,Booking.com,7,2026-01-13,,,,,,,Daichi,bookingcom_622017_6f506de0d2b4fffad268777c76d85b43
false,Trip.com,9,2026-01-13,とにかく立地が最高です。 博多駅の目の前かつ、ホテル前にタクシー乗り場があるので駅のタクシー乗り場で待つ必要がありません。 フロントの方も親切です。 建物は全体的に古いかんじがあり、薄暗いです。 立地が良く部屋も広く、比較的値段も安いので内装にこだわりがなければいいと思います。,,,とにかく立地が最高です。 博多駅の目の前かつ、ホテル前にタクシー乗り場があるので駅のタクシー乗り場で待つ必要がありません。 フロントの方も親切です。 建物は全体的に古いかんじがあり、薄暗いです。 立地が良く部屋も広く、比較的値段も安いので内装にこだわりがなければいいと思います。,,,ゲ‍ス‍ト,trip_1813294184
false,Trip.com,9,2026-01-13,호불호 많이 갈렸던 컴포트 하카타 숙소는 잠자는곳이라 그렇게 많은걸 따지는 편이 아니지만 생각보다 훨씬 청결했어요 노후된건 맞지만 직원들 모두 친절하고 조식도 좋았어요!! 특히 요거트^^ 침구류도 깨끗하고 특히  뜨거운물  콸콸 나와서 여행의 피로를 숙소의 샤워기 앞에서 풀었습니다!!,,,ほっぺに多く分かれたコンフォート博多宿は寝るところなのでそんなに多くを取るほうではありませんが、思ったよりずっと清潔でした。特にヨーグルト＾＾ 寝具類も綺麗で特にお湯クオクコク出て旅の疲れを宿のシャワー前でほぐしました！,,,ゲ‍ス‍ト,trip_1813920946
false,Booking.com,8,2026-01-13,,,,,,,Oabvaroon,bookingcom_622017_1cd11496681b97f7fdef85164a134c07
false,楽天トラベル,4,2026-01-13,こちらに宿泊したのは初めてですが、朝食も美味しく、特に日替わりのスムージーが美味しかったです。 施設は古めですが、ユニットバスの湯船も広く、特に困ることはありませんでした。 ただ、枕カバーに汚れがついていたのが残念でした。(茶色いシミが付いており不快になった) 各地のコンフォートホテルと同じく、アメニティはくし、歯ブラシと最小限です。ボディタオルが無いので気になる方は持っていくとよいかもです。,,,こちらに宿泊したのは初めてですが、朝食も美味しく、特に日替わりのスムージーが美味しかったです。 施設は古めですが、ユニットバスの湯船も広く、特に困ることはありませんでした。 ただ、枕カバーに汚れがついていたのが残念でした。(茶色いシミが付いており不快になった) 各地のコンフォートホテルと同じく、アメニティはくし、歯ブラシと最小限です。ボディタオルが無いので気になる方は持っていくとよいかもです。,,,schwarz305,rakuten_29211_b5af2e927a9f174ebcf5c69652398441
false,Google,4,2026-01-13,駅から近いです。,,,駅から近いです。,,,다랑다랑,google_ChIJy_hLcceRQTURnbO4mkaV_Vs_f0a1fb6ddb6b5269ef934baf573f0b2f
